ax_sum,ay_sum,az_sum,gx_sum,gy_sum,gz_sum,a_sum,g_sum,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,a_var,g_var,ax_min,ay_min,az_min,gx_min,gy_min,gz_min,a_min,g_min,ax_max,ay_max,az_max,gx_max,gy_max,gz_max,a_max,g_max,motion_state
0.148794411,0.322368269,9.783049788,-0.002034482,0.000459336,-0.002279915,9.799405782,0.021716415,1.13E-06,8.81E-08,8.82E-09,1.87E-09,8.12E-10,7.55E-10,1.02E-08,5.45E-10,-0.001466144,0.0001389,0.024259496,-0.000129264,-7.23E-05,-8.81E-05,0.024277564,1.15E-05,0.002134842,0.001602602,0.024759917,0.000113126,8.63E-05,8.07E-05,0.024766412,0.000132731,rest
0.14715884,0.329583413,9.78326745,-0.003003873,0.000739161,-0.001758974,9.799218331,0.021256771,1.05E-06,9.32E-08,9.81E-09,1.90E-09,7.08E-10,7.14E-10,1.08E-08,5.66E-10,-0.001464728,6.63E-05,0.024219775,-0.000116929,-7.12E-05,-0.000100732,0.024238212,6.40E-06,0.002188162,0.001444699,0.024698594,0.000138633,9.41E-05,6.68E-05,0.024772823,0.000148179,rest
0.160167501,0.387448533,9.781873705,-0.002898168,0.001010556,-0.001052417,9.802085642,0.022261622,1.15E-06,2.29E-07,1.30E-08,2.26E-09,7.09E-10,7.36E-10,1.51E-08,6.70E-10,-0.001448375,0.000134486,0.024079747,-0.000147507,-7.49E-05,-8.36E-05,0.024123345,2.16E-06,0.002272346,0.002626929,0.024720471,0.000126287,8.29E-05,7.07E-05,0.0248046,0.000151888,rest
0.154539055,0.553198431,9.779056914,-0.001070265,0.002281979,-0.001229461,9.804488966,0.021519702,9.81E-07,7.68E-08,1.89E-08,1.95E-09,7.90E-10,7.10E-10,2.30E-08,5.99E-10,-0.001578637,0.000646358,0.024041462,-0.00014437,-0.00010848,-7.54E-05,0.024090201,7.51E-06,0.002345808,0.002209324,0.024813852,0.000125982,8.27E-05,8.16E-05,0.02493964,0.000148027,straight
0.150653177,0.710986207,9.781459146,-0.001445238,0.00117217,-0.001791775,9.818989913,0.022433188,1.14E-06,1.66E-07,7.89E-08,2.17E-09,9.47E-10,6.67E-10,8.88E-08,6.68E-10,-0.002154865,0.000695969,0.023303657,-0.000144385,-8.74E-05,-8.69E-05,0.023369472,3.03E-06,0.003027295,0.002748877,0.025335901,0.000137728,1.00E-04,6.65E-05,0.025518406,0.000151713,straight
0.108529434,0.564929123,9.766754394,-0.003532603,0.001920346,-0.000551865,9.797328599,0.023443092,1.34E-06,3.49E-07,2.26E-07,2.11E-09,1.07E-09,7.53E-10,2.37E-07,5.94E-10,-0.002556857,-0.000404589,0.023283534,-0.000135649,-8.87E-05,-7.99E-05,0.023304976,6.38E-06,0.003678247,0.002977712,0.025815098,0.000111271,8.92E-05,8.43E-05,0.025856446,0.000147678,straight
0.104314317,-0.198281422,9.797156682,-0.005219423,0.001080122,-0.002020717,9.811359039,0.023879122,7.62E-07,6.67E-07,1.47E-07,2.36E-09,9.56E-10,8.03E-10,1.45E-07,7.52E-10,-0.001615574,-0.001973559,0.023513985,-0.000134893,-8.47E-05,-0.000111613,0.023566141,5.32E-06,0.002581029,0.002088586,0.02540077,0.000113927,8.04E-05,8.25E-05,0.025454366,0.000142408,straight
0.130993803,0.185965826,9.785880983,-0.00089594,0.000203468,-0.002037257,9.803057303,0.021667528,9.45E-07,8.40E-07,1.96E-08,2.04E-09,6.97E-10,7.62E-10,2.04E-08,5.88E-10,-0.00173991,-0.001277176,0.024070899,-0.000158198,-6.18E-05,-9.84E-05,0.024131018,5.84E-06,0.002524443,0.002070884,0.024865811,0.00011662,7.62E-05,6.56E-05,0.024914935,0.000159098,straight
0.116037475,0.644049881,9.786671324,-0.00176318,-0.000398222,-0.001128607,9.820414299,0.021484004,1.20E-06,2.69E-07,5.48E-08,1.87E-09,7.82E-10,7.07E-10,6.18E-08,5.00E-10,-0.001834705,0.000605824,0.023821619,-0.000125635,-8.44E-05,-7.35E-05,0.02386087,7.44E-06,0.002759314,0.002910381,0.025300994,0.000114083,7.19E-05,8.50E-05,0.025497387,0.000145595,straight
0.127491997,1.374484323,9.749716063,-0.002715409,-0.000406057,-0.000743687,9.856508135,0.022020422,5.35E-07,6.63E-07,3.60E-07,1.94E-09,8.72E-10,7.56E-10,3.79E-07,5.85E-10,-0.00183632,0.001838017,0.022351246,-0.000136517,-8.89E-05,-9.08E-05,0.022725769,8.93E-06,0.002373974,0.005480854,0.026057065,0.000135843,9.71E-05,7.32E-05,0.026438588,0.000149651,straight
0.116478612,1.511010268,9.797980454,-0.00715027,0.005414229,0.004035242,9.950384063,0.024975663,2.56E-06,1.93E-06,6.85E-07,2.16E-09,1.11E-09,8.36E-10,7.11E-07,8.04E-10,-0.004189482,0.000680885,0.022683907,-0.00016268,-8.88E-05,-8.68E-05,0.023059329,7.67E-06,0.005244215,0.007106972,0.026874859,0.000107456,9.69E-05,0.000117112,0.027295584,0.000168415,straight
0.046055101,1.361330962,9.732478065,-0.002619114,0.007067748,0.002645608,9.885355868,0.026400349,4.01E-06,3.21E-06,1.45E-06,2.57E-09,1.40E-09,8.07E-10,1.50E-06,8.04E-10,-0.006046336,-0.000630344,0.021448925,-0.00015543,-9.82E-05,-8.08E-05,0.0216473,1.14E-05,0.005670087,0.007900056,0.02808356,0.000118967,0.000110414,8.11E-05,0.028636416,0.000167571,straight
0.028391138,1.236316043,9.754607219,-0.007440895,0.012655024,-0.002596777,9.880135129,0.031390629,3.20E-06,2.82E-06,3.31E-06,3.46E-09,1.78E-09,8.56E-10,3.46E-06,1.31E-09,-0.00387469,-0.001675216,0.018778466,-0.000208355,-0.000118129,-7.89E-05,0.018908193,5.34E-06,0.005847024,0.007549852,0.028935816,0.000131078,0.000154994,8.48E-05,0.029147129,0.000209462,straight
-0.161989026,0.94739073,9.791427557,-0.011034798,0.005253069,0.002017226,9.904167411,0.031538659,4.97E-06,3.31E-06,3.02E-06,3.72E-09,2.33E-09,9.33E-10,3.18E-06,1.71E-09,-0.005613396,-0.005534511,0.019141309,-0.000237107,-0.000116777,-7.59E-05,0.019288434,7.39E-06,0.006642138,0.006611568,0.02943855,0.000175577,0.000181232,9.57E-05,0.029872424,0.000237392,straight
-0.15974881,0.881968138,9.764042599,0.006466802,-0.010482829,0.019326475,9.911881756,0.05503658,5.87E-06,7.89E-06,4.41E-06,1.04E-08,7.37E-09,1.02E-09,4.98E-06,3.12E-09,-0.006299798,-0.005651312,0.020635636,-0.000370581,-0.000253659,-3.10E-05,0.020708323,3.03E-05,0.006476586,0.01050621,0.033655972,0.000222765,0.000192691,0.000155006,0.034546035,0.00037879,straight
-0.278092402,0.110362537,9.793749435,-0.008705583,0.008630291,0.02160683,9.826465981,0.038707373,1.64E-06,1.82E-06,7.35E-07,4.12E-09,1.69E-09,9.17E-10,7.36E-07,1.20E-09,-0.00394721,-0.004206631,0.022191713,-0.00018115,-0.000106305,-4.38E-05,0.022270413,9.73E-06,0.003216743,0.003804651,0.026314497,0.00018866,0.000155609,0.00012356,0.026403263,0.000211218,straight
-0.307470096,-0.100335772,9.789727902,0.001530338,0.004100036,0.015597366,9.826607044,0.031564609,1.20E-06,2.69E-06,6.63E-07,3.58E-09,1.46E-09,7.45E-10,6.81E-07,1.18E-09,-0.003851461,-0.004346824,0.022182493,-0.000145044,-9.18E-05,-4.75E-05,0.02225189,8.61E-06,0.002512796,0.004244927,0.026420419,0.000203785,0.000130076,0.00011288,0.026576906,0.000212055,straight
-0.247806265,-0.132400905,9.783549654,-0.002463196,0.003069509,0.015895065,9.82029589,0.029042557,2.02E-06,2.00E-06,5.47E-07,2.37E-09,1.21E-09,8.85E-10,5.40E-07,8.63E-10,-0.004750062,-0.003529575,0.022588575,-0.000149451,-0.000127975,-3.80E-05,0.022678488,8.71E-06,0.003010209,0.003544963,0.026582181,0.000132367,0.000146456,0.000125449,0.026644413,0.00017265,straight
-0.264161529,-0.057715004,9.798073421,0.000969179,-0.007052843,-0.002965346,9.872938844,0.037158818,4.29E-06,4.47E-06,6.52E-07,4.06E-09,4.57E-09,1.23E-09,6.48E-07,1.58E-09,-0.007460946,-0.004725142,0.022148614,-0.000152279,-0.000185441,-0.000116657,0.022636926,1.03E-05,0.003566085,0.005046756,0.026632299,0.00019623,0.000148788,0.000103302,0.026808268,0.000209639,straight
0.047332611,0.178889385,9.778417479,-0.007131927,0.000807129,-0.01142281,9.923463905,0.03966585,6.67E-06,1.11E-05,3.43E-06,5.00E-09,4.44E-09,1.06E-09,3.51E-06,1.78E-09,-0.005488326,-0.008627478,0.019368603,-0.00024832,-0.000182435,-0.000109725,0.019960099,9.14E-06,0.007535599,0.009192808,0.02978368,0.000158131,0.000186097,5.57E-05,0.030549237,0.000256965,straight
0.113546691,-0.040673196,9.800187889,0.000931639,0.002560224,-0.056569139,9.891077259,0.068431265,2.88E-06,8.12E-06,4.28E-06,4.88E-09,2.22E-09,8.21E-09,4.16E-06,6.07E-09,-0.004414487,-0.009982563,0.018658099,-0.000207897,-9.47E-05,-0.000400256,0.019234432,3.04E-05,0.006787341,0.007504568,0.031434581,0.00023945,0.000123028,5.02E-05,0.032076829,0.0004062,turn
1.383525386,-0.137150735,9.800575149,-0.006181017,0.001680166,-0.268613065,9.925936127,0.270508542,1.56E-06,1.90E-06,6.92E-07,2.98E-09,2.60E-09,1.69E-08,7.70E-07,1.63E-08,-0.000758852,-0.003631178,0.022252588,-0.00017314,-0.000169206,-0.000871014,0.022615159,0.000329237,0.006905127,0.00231126,0.026754003,0.000149101,0.00014364,-0.000318192,0.027179167,0.000872341,turn
1.645038161,-0.318476263,9.757937698,-0.006793835,-0.007812199,-0.363668299,9.974821741,0.365387871,4.60E-06,5.35E-06,1.49E-06,3.96E-09,3.25E-09,3.07E-09,2.21E-06,3.10E-09,-0.003447482,-0.006197579,0.02061162,-0.00022988,-0.000209883,-0.001049601,0.020631279,0.000800746,0.010090477,0.007794407,0.028905864,0.000172853,0.00013851,-0.000793595,0.03032096,0.001056207,turn
1.571425597,-0.371905723,9.743606398,-0.007129938,0.006175369,-0.379100733,9.946494049,0.380971066,4.71E-06,4.04E-06,1.22E-06,4.06E-09,4.28E-09,1.02E-09,1.27E-06,1.01E-09,-0.003103749,-0.006512006,0.021732626,-0.000204667,-0.000135422,-0.001058579,0.022503274,0.000857667,0.010006493,0.00419441,0.027523837,0.000186387,0.000156701,-0.000857413,0.028502809,0.001065615,turn
1.496152944,-0.184909237,9.793907405,0.000598785,0.004965376,-0.339276827,10.02890654,0.342092764,4.91E-06,9.84E-06,4.38E-06,7.47E-09,4.43E-09,7.83E-09,4.17E-06,7.86E-09,-0.001677531,-0.009737314,0.018185897,-0.000216033,-0.000163127,-0.000992097,0.019242691,0.000601545,0.011277452,0.006274572,0.031347892,0.000242017,0.000151597,-0.000595283,0.031875349,0.000997962,turn
0.503512331,-0.018269498,9.770035651,0.014890641,-0.017838564,-0.166691464,9.909190326,0.183421101,9.64E-06,5.80E-06,3.27E-06,9.39E-09,1.68E-08,2.12E-08,3.14E-06,1.42E-08,-0.00625868,-0.007818022,0.020473273,-0.000213344,-0.00031634,-0.000689153,0.021065771,0.000240087,0.011545982,0.006420934,0.029386787,0.000306103,0.000245512,-0.000136547,0.030095436,0.000704015,turn
-0.024331489,0.327310541,9.80590579,-0.002019711,0.015498098,-0.023522121,10.23613819,0.076221303,2.23E-05,3.08E-05,1.35E-05,1.42E-08,2.26E-08,5.48E-09,1.33E-05,1.09E-08,-0.013005097,-0.009847947,0.016251255,-0.000319205,-0.00034456,-0.000259727,0.017194201,1.00E-05,0.013758848,0.015126797,0.038643506,0.00034314,0.00036243,8.07E-05,0.038751016,0.000453852,straight
-0.206040414,0.247067158,9.818319716,0.006059952,-0.007418327,0.019158018,9.91551025,0.040161748,2.95E-06,8.52E-06,3.17E-06,5.64E-09,1.54E-09,1.72E-09,3.27E-06,1.67E-09,-0.005615141,-0.006507877,0.020296793,-0.000196558,-0.000111956,-7.43E-05,0.020348531,1.29E-05,0.003721047,0.00833351,0.029640741,0.00020548,0.000102878,0.00015023,0.029789952,0.000239986,straight
-0.26801184,0.300493726,9.821343575,-0.003859963,-0.004800186,0.044159075,9.924678985,0.054833061,3.02E-06,8.74E-06,1.97E-06,4.97E-09,1.70E-09,1.27E-09,1.96E-06,1.56E-09,-0.004642305,-0.005346159,0.02056221,-0.000198927,-0.000145514,1.30E-05,0.020640316,3.97E-05,0.004623884,0.008086741,0.027941418,0.000190012,0.000114221,0.000199255,0.028279458,0.000254038,turn
-0.319112709,0.265663506,9.78140054,0.000775881,0.026090955,0.051320734,9.849920637,0.068362119,3.75E-06,3.64E-06,1.01E-06,4.58E-09,4.54E-09,8.91E-10,1.05E-06,1.51E-09,-0.005833937,-0.005135261,0.021770635,-0.000169959,-0.000122935,3.87E-05,0.021859967,6.64E-05,0.004171328,0.00446717,0.026705651,0.000192825,0.000203237,0.000210419,0.026891814,0.000287183,turn
-0.575226755,-0.005242798,9.659514612,-0.00786224,0.011013095,0.029370465,9.950994498,0.062686992,7.69E-06,2.53E-05,1.01E-05,1.46E-08,5.20E-09,1.28E-09,9.40E-06,2.98E-09,-0.010485488,-0.014115405,0.014079659,-0.000293471,-0.000182617,-4.64E-05,0.017382942,1.95E-05,0.006251198,0.011822717,0.034382727,0.000325978,0.000169195,0.000188693,0.034986754,0.000340745,straight
-0.311265737,-0.005498703,9.871253904,-0.007599238,-0.008297783,-0.000450477,10.03003753,0.039461217,6.58E-06,1.24E-05,7.48E-06,7.15E-09,3.06E-09,1.38E-09,7.22E-06,2.62E-09,-0.007165333,-0.010806173,0.015606264,-0.000345323,-0.0001566,-0.000108052,0.01751213,8.27E-06,0.008249892,0.01079672,0.033046734,0.000244688,0.000153396,9.33E-05,0.03337116,0.000347225,straight
-0.156077729,-0.290216655,9.813746011,0.005507164,-0.009877757,-0.014826596,9.96261358,0.048669983,6.39E-06,1.15E-05,4.44E-06,1.15E-08,2.86E-09,1.05E-09,4.58E-06,2.72E-09,-0.006324835,-0.008762924,0.019588672,-0.000289764,-0.00014209,-0.000118408,0.019975516,1.14E-05,0.006514527,0.007955324,0.031804581,0.000261299,0.000113148,4.12E-05,0.032123847,0.000317016,straight
-0.004537805,-0.021054593,9.89183966,0.00563429,0.007329349,-0.008506425,10.08611248,0.043019786,8.12E-06,1.62E-05,8.07E-06,8.21E-09,3.90E-09,1.18E-09,8.06E-06,2.67E-09,-0.008009467,-0.008972958,0.01663705,-0.000242211,-0.000168037,-0.000138547,0.01676647,8.72E-06,0.010321531,0.010709001,0.034726408,0.000248268,0.000225589,8.14E-05,0.034828101,0.000297337,straight
-0.32426169,-0.263227048,9.70579728,-0.008213971,0.01336838,-0.005156998,9.967339358,0.051226402,1.12E-05,2.02E-05,4.26E-06,6.84E-09,1.02E-08,1.77E-09,4.56E-06,4.09E-09,-0.01141466,-0.010852118,0.016968489,-0.000273775,-0.00017425,-0.000129398,0.017472523,1.97E-05,0.005840793,0.012600796,0.030124431,0.000253528,0.000275563,0.000132471,0.031716144,0.00033362,straight
-0.426232234,-0.523440583,9.792648575,-0.003774736,-0.006448798,0.017892559,9.903412507,0.041405858,6.06E-06,4.69E-06,2.95E-06,5.62E-09,4.26E-09,1.08E-09,2.88E-06,2.57E-09,-0.007201294,-0.006151391,0.020200162,-0.000311915,-0.000207979,-4.31E-05,0.020383532,1.28E-05,0.005047482,0.005220789,0.028728147,0.000187479,0.000112493,0.000133622,0.028780584,0.00032302,straight
-0.255266885,-0.427317326,9.767208598,-0.003662493,-0.002288908,0.007317741,9.886816912,0.044406712,6.30E-06,6.88E-06,3.36E-06,6.31E-09,6.81E-09,9.42E-10,3.36E-06,2.16E-09,-0.00577004,-0.008666366,0.017513503,-0.000236791,-0.000196435,-6.47E-05,0.017632293,6.14E-06,0.00556932,0.005505232,0.028864429,0.000291735,0.000195522,0.000105198,0.029054646,0.000295829,straight
-0.481921685,-0.511971079,9.822675626,0.012208432,-0.001003522,0.046484692,9.901917411,0.060149273,3.66E-06,3.08E-06,2.09E-06,4.48E-09,3.35E-09,3.36E-09,2.14E-06,3.01E-09,-0.007855091,-0.006319166,0.021000865,-0.000166435,-0.000171907,-2.36E-05,0.021134289,2.19E-05,0.004029368,0.003088988,0.029540706,0.000187304,0.000125993,0.000252001,0.02966836,0.000288848,turn
-0.604842491,0.395399138,9.776774483,-0.009780947,-0.005844497,0.113874872,9.881725657,0.120925147,4.81E-06,4.91E-06,2.33E-06,6.27E-09,3.24E-09,4.56E-09,2.40E-06,4.52E-09,-0.006217776,-0.00371596,0.020850995,-0.000213288,-0.000175439,0.000110585,0.021431126,0.000145111,0.003634019,0.007494069,0.028765965,0.000182126,0.000122171,0.000462592,0.029221727,0.000468623,turn
-1.107002061,-0.014056693,9.767303901,-0.020278197,-0.01392866,0.254475428,9.920485917,0.25852476,4.73E-06,6.38E-06,4.86E-06,5.40E-09,4.45E-09,1.27E-08,4.76E-06,1.34E-08,-0.009604108,-0.005014753,0.018936461,-0.000249449,-0.000224628,0.00039025,0.019015868,0.000406894,0.001323727,0.007992674,0.029636095,0.000127871,0.000128627,0.000881016,0.029934206,0.000881531,turn
-1.181626264,-0.193236765,9.800724902,0.009682302,0.006906532,0.32954979,9.957075515,0.331862352,5.38E-06,4.90E-06,1.39E-06,4.12E-09,4.72E-09,1.37E-09,1.30E-06,1.50E-09,-0.009768006,-0.005716984,0.021911852,-0.000146523,-0.00015169,0.000708304,0.022228927,0.00071107,0.00307066,0.004634154,0.027044759,0.000201691,0.000232868,0.00093542,0.027444631,0.000940423,turn
-1.151800333,0.038359595,9.760432627,-0.005038094,0.01558996,0.310319277,9.901933369,0.313457034,4.19E-06,5.00E-06,2.35E-06,5.21E-09,5.57E-09,1.39E-09,2.42E-06,1.59E-09,-0.008528847,-0.004407964,0.020584955,-0.000186443,-0.000111163,0.000677507,0.02090843,0.000677636,0.003496242,0.005985955,0.028316059,0.000186108,0.000302691,0.000867587,0.02871339,0.000902602,turn
-0.874492171,0.283766892,9.784535027,0.005619742,0.002831761,0.250015808,9.868127972,0.252019889,1.95E-06,3.04E-06,1.69E-06,3.69E-09,2.31E-09,5.08E-09,1.68E-06,5.03E-09,-0.006424539,-0.003718497,0.020975387,-0.00015825,-0.000109702,0.000408214,0.02134996,0.000410105,0.001363274,0.004468688,0.02827822,0.000194445,0.000152007,0.000791539,0.028289885,0.000793846,turn
-0.571373565,0.340909031,9.787514944,-0.020142266,0.007282458,0.147797068,9.851474916,0.152299007,2.32E-06,2.72E-06,2.00E-06,2.63E-09,2.58E-09,5.33E-09,1.95E-06,4.94E-09,-0.006569064,-0.004976572,0.01905984,-0.000190966,-8.94E-05,0.000211712,0.019189941,0.000227527,0.001743671,0.005966933,0.027534728,9.05E-05,0.00018039,0.00053313,0.027568052,0.000534408,turn
-0.29574354,0.227230255,9.758275843,0.000255548,-0.003592394,0.044436851,9.811393032,0.055327142,2.85E-06,2.69E-06,1.65E-06,2.87E-09,2.41E-09,5.06E-09,1.55E-06,3.62E-09,-0.00664451,-0.005253858,0.020321112,-0.000141356,-0.000128061,-4.66E-05,0.02104023,1.82E-05,0.002478634,0.004158561,0.027677088,0.000141013,9.72E-05,0.000348099,0.027806447,0.000350325,turn
-0.149617108,0.74056307,9.823736078,-0.000650849,0.006840397,0.000223868,9.942421817,0.039324462,3.77E-06,7.71E-06,3.56E-06,9.16E-09,2.00E-09,1.08E-09,3.93E-06,2.84E-09,-0.004859215,-0.00478017,0.017261118,-0.000244752,-0.000116825,-0.000110358,0.017479669,1.18E-05,0.007553008,0.010137908,0.028433216,0.000294246,0.000140954,9.47E-05,0.029359617,0.000319384,straight
-0.088956899,0.695666315,9.757416387,-0.002444293,-0.016958878,0.008294609,9.906620332,0.046271604,4.54E-06,1.10E-05,4.42E-06,8.47E-09,4.63E-09,1.10E-09,4.65E-06,3.06E-09,-0.006825419,-0.006988055,0.018290792,-0.000260834,-0.000255946,-6.14E-05,0.019200623,1.45E-05,0.005434437,0.012354122,0.031242478,0.000220586,0.000112351,0.000127982,0.032894842,0.000286895,straight
-0.084931559,0.356941987,9.794516742,-0.001039337,0.000199363,0.007987373,9.92137079,0.038664731,4.83E-06,9.89E-06,4.93E-06,8.90E-09,1.75E-09,1.14E-09,4.82E-06,2.83E-09,-0.006788635,-0.009273242,0.0187486,-0.000325356,-0.000128005,-7.09E-05,0.019566971,8.87E-06,0.008596119,0.010614717,0.029672277,0.000242721,0.00012723,0.000128798,0.030241091,0.000325388,straight
-0.000421303,0.195980188,9.740637734,-0.003942464,0.000771321,0.002981506,9.935778075,0.042594394,7.19E-06,1.67E-05,6.60E-06,7.48E-09,5.12E-09,1.07E-09,6.71E-06,2.46E-09,-0.008303072,-0.008820156,0.017491214,-0.000266522,-0.000181343,-8.33E-05,0.017717111,1.47E-05,0.009351212,0.010088673,0.030661345,0.000216138,0.000175618,8.96E-05,0.031149265,0.000311993,straight
-0.111749208,0.239966366,9.774245782,-0.006612841,0.009167809,0.000467744,9.950088062,0.038993272,6.86E-06,1.45E-05,2.64E-06,5.48E-09,4.85E-09,1.08E-09,2.70E-06,2.67E-09,-0.008227307,-0.006466152,0.020572853,-0.000238456,-0.000108108,-9.92E-05,0.021147738,7.66E-06,0.007335406,0.008538505,0.029102528,0.000170067,0.000247322,9.64E-05,0.029456879,0.000290062,straight
-0.034958023,-0.043021356,9.819617534,-0.00134645,-0.004490584,-0.000874735,9.932060245,0.031400994,3.85E-06,1.01E-05,2.40E-06,4.71E-09,1.76E-09,1.04E-09,2.47E-06,1.47E-09,-0.00557066,-0.005818551,0.020058186,-0.000182535,-0.0001228,-9.61E-05,0.020251219,5.11E-06,0.005261337,0.007346972,0.028121378,0.000197109,0.000135124,9.25E-05,0.028246063,0.000197333,straight
-0.150411688,-0.097549059,9.815353403,-8.70E-05,-0.000465546,-0.00501379,9.947650943,0.036857878,5.14E-06,1.09E-05,3.48E-06,4.71E-09,4.28E-09,9.90E-10,3.33E-06,1.63E-09,-0.006626858,-0.009297706,0.02008013,-0.000183787,-0.000165179,-9.64E-05,0.020168131,6.61E-06,0.004629994,0.008255346,0.029992924,0.000182856,0.000171449,8.26E-05,0.030090577,0.000213587,straight
-0.088989521,-0.097613342,9.778321772,-0.00378,0.015678548,-0.008732766,9.848198329,0.036680355,4.44E-06,4.02E-06,1.52E-06,3.36E-09,3.68E-09,7.98E-10,1.49E-06,1.51E-09,-0.004622046,-0.006895347,0.021308777,-0.000187356,-0.000131968,-0.000121113,0.021353582,1.76E-05,0.005826811,0.006917403,0.027511005,0.000145059,0.000185892,5.06E-05,0.027632587,0.000211994,straight
-0.19848476,0.004994706,9.799901476,0.005248879,-0.010076996,-0.007604503,9.885098177,0.035296591,4.70E-06,5.66E-06,2.42E-06,3.82E-09,3.24E-09,1.05E-09,2.52E-06,1.47E-09,-0.008192593,-0.005490959,0.020640445,-0.000148583,-0.000170887,-0.000109028,0.020690227,7.96E-06,0.003167127,0.005834772,0.029142113,0.000208456,0.00013712,7.56E-05,0.029349351,0.000210387,straight
0.016810948,-0.019329795,9.804706999,-0.003520865,-0.010101043,-0.000113912,9.975116241,0.040731712,5.82E-06,1.54E-05,4.62E-06,4.88E-09,5.81E-09,9.07E-10,4.75E-06,1.91E-09,-0.005888429,-0.007838627,0.019037436,-0.000217736,-0.000179868,-8.97E-05,0.019354972,1.48E-05,0.00600192,0.008830736,0.031428163,0.000226106,0.000199374,8.62E-05,0.031520768,0.000254804,straight
-0.066911961,-0.201424745,9.754756563,-0.007114929,0.003912106,0.004776109,9.819717083,0.03190899,3.75E-06,3.85E-06,2.55E-06,3.85E-09,2.50E-09,8.88E-10,2.47E-06,1.41E-09,-0.008553093,-0.005981146,0.019547578,-0.000247121,-0.000113491,-0.000106007,0.019740073,8.31E-06,0.004460269,0.00583457,0.02935401,0.000135574,0.00014073,0.000105511,0.029544788,0.000249523,straight
-0.180655861,-0.251764479,9.78036886,-0.003231648,0.010033112,0.000642929,9.839972703,0.035497821,5.31E-06,1.43E-06,2.07E-06,3.86E-09,3.56E-09,9.83E-10,2.09E-06,1.20E-09,-0.00584465,-0.003776339,0.021015346,-0.000149835,-0.000143111,-0.000107054,0.021144389,1.08E-05,0.005180402,0.00275038,0.027345791,0.000192761,0.000137646,9.53E-05,0.027617744,0.000222999,straight
-0.091778243,-0.179323088,9.814940693,0.001795635,0.01185399,-0.003699862,9.896208408,0.036210836,5.34E-06,4.37E-06,2.15E-06,3.80E-09,3.76E-09,1.10E-09,2.07E-06,1.43E-09,-0.005412218,-0.005173959,0.020037467,-0.000148505,-0.000161737,-0.000109874,0.020351096,5.81E-06,0.006499175,0.003912869,0.027468793,0.000191316,0.000179313,7.93E-05,0.027663525,0.00019868,straight
-0.37984975,-0.316082347,9.774293191,-0.009002932,0.005053983,-0.003951814,9.832369994,0.038429603,4.12E-06,1.46E-06,2.55E-06,3.70E-09,6.02E-09,7.37E-10,2.53E-06,1.97E-09,-0.005962358,-0.004060696,0.020481999,-0.000170629,-0.000173416,-7.03E-05,0.020567941,1.23E-05,0.003816828,0.001912091,0.028060012,0.000128444,0.000208907,7.34E-05,0.028189772,0.000236097,straight
-0.185966225,0.344886218,9.731256025,0.001076825,0.002845526,-0.00270582,9.776701818,0.036231027,2.89E-06,1.77E-06,1.14E-06,3.78E-09,4.55E-09,9.95E-10,1.21E-06,1.20E-09,-0.005698373,-0.00206466,0.021079481,-0.000151571,-0.00012815,-9.87E-05,0.021079688,1.20E-05,0.003005096,0.004144883,0.027003725,0.000170093,0.000155255,0.000102736,0.027187313,0.000181382,straight
-0.47341512,0.374940889,9.851386352,0.002860278,0.003943313,0.000596803,9.915095121,0.043515288,4.09E-06,1.66E-06,2.10E-06,3.35E-09,8.95E-09,9.21E-10,2.24E-06,1.51E-09,-0.006862711,-0.002248311,0.020733089,-0.000155054,-0.000195656,-9.88E-05,0.020771514,4.18E-06,0.003493125,0.004750437,0.029562621,0.000150852,0.000173308,8.95E-05,0.03016766,0.000209434,straight
-0.131832536,0.070285883,9.764141455,-0.003351353,-0.024966043,-0.003995989,9.849456272,0.046534184,4.50E-06,5.83E-06,1.48E-06,4.90E-09,6.54E-09,8.97E-10,1.46E-06,2.84E-09,-0.007562705,-0.004441977,0.021139381,-0.0002154,-0.000218682,-0.000118401,0.021181882,1.78E-05,0.004105086,0.006351668,0.027320106,0.000181988,0.00014177,7.34E-05,0.027448933,0.000267783,straight
-0.172577516,0.1130533,9.786682675,0.001034867,0.015960411,-0.001476474,9.857783981,0.042312142,4.08E-06,4.43E-06,2.93E-06,6.30E-09,4.24E-09,8.94E-10,2.96E-06,1.84E-09,-0.005908473,-0.004497787,0.02033114,-0.0002371,-0.000123713,-7.68E-05,0.020442235,1.17E-05,0.004931373,0.005192735,0.029080405,0.000219356,0.000160661,8.37E-05,0.029307374,0.000263001,straight
-0.26690954,0.212730694,9.767099298,-0.004023038,-0.001757111,-0.007492286,9.820271664,0.031715502,1.96E-06,3.76E-06,3.32E-06,4.38E-09,1.78E-09,1.07E-09,3.25E-06,1.40E-09,-0.005292984,-0.005488265,0.019169772,-0.000172276,-0.000105944,-0.000101767,0.019971118,1.17E-05,0.002571006,0.004827797,0.028490245,0.000210423,0.000130929,6.31E-05,0.028651623,0.000220907,straight
-0.067536667,0.381746943,9.846681948,-0.002745454,0.006817498,-0.038284169,9.887939951,0.049167549,2.29E-06,1.92E-06,1.93E-06,3.12E-09,2.32E-09,1.67E-09,1.98E-06,1.49E-09,-0.004653485,-0.002155839,0.020168052,-0.000177931,-0.000103142,-0.000210445,0.020174013,2.20E-05,0.00401985,0.005558454,0.028400373,0.00016718,0.000153624,1.87E-05,0.028626408,0.000240348,turn
